,year,country,sex_,fatal_(y/n)
2392,1995.0,AUSTRALIA,M,N
2393,1995.0,JAPAN,M,Y
2394,1995.0,AUSTRALIA,F,N
2395,1995.0,AUSTRALIA,M,N
2396,1995.0,BRAZIL,,Y
2397,1995.0,SOUTH AFRICA,M,N
2398,1995.0,VENEZUELA,M,N
2399,1995.0,SOUTH AFRICA,M,Y
2400,1995.0,BRAZIL,M,N
2401,1995.0,SOUTH AFRICA,M,
2402,1995.0,AUSTRALIA,M,N
2403,1995.0,USA,M,
2404,1995.0,USA,M,UNKNOWN
2405,1994.0,SOUTH AFRICA,M,N
2406,1994.0,USA,,N
2407,1994.0,BRAZIL,M,N
2408,1994.0,BRAZIL,M,N
2409,1994.0,VANUATU,,UNKNOWN
2410,1994.0,AUSTRALIA,M,
2411,1994.0,USA,M,Y
2412,1994.0,BRAZIL,M,Y
2413,1994.0,SOUTH AFRICA,M,N
2414,1994.0,USA,F,N
2415,1994.0,USA,,N
2416,1994.0,BRAZIL,,N
2417,1994.0,BRAZIL,M,N
2418,1994.0,USA,F,N
2419,1994.0,USA,M,N
2420,1994.0,USA,F,N
2421,1994.0,USA,M,N
2422,1994.0,USA,M,Y
2423,1994.0,USA,F,N
2424,1994.0,JAPAN,,N
2425,1994.0,BRAZIL,M,N
2426,1994.0,BRAZIL,M,Y
2427,1994.0,REUNION,M,Y
2428,1994.0,SOUTH AFRICA,M,Y
2429,1994.0,SOUTH AFRICA,M,N
2430,1994.0,BRAZIL,M,N
2431,1994.0,USA,M,N
2432,1994.0,BAHAMAS,M,N
2433,1994.0,USA,M,N
2434,1994.0,USA,M,N
2435,1994.0,USA,M,N
2436,1994.0,USA,F,N
2437,1994.0,USA,M,N
2438,1994.0,USA,M,N
2439,1994.0,USA,F,
2440,1994.0,REUNION,,Y
2441,1994.0,BAHAMAS,M,N
2442,1994.0,USA,M,N
2443,1994.0,SOUTH AFRICA,M,Y
2444,1994.0,CHILE,F,N
2445,1994.0,CHILE,M,N
2446,1994.0,USA,M,N
2447,1994.0,BRAZIL,M,N
2448,1994.0,SOUTH AFRICA,M,N
2449,1994.0,USA,M,N
2450,1994.0,USA,M,N
2451,1994.0,SOUTH AFRICA,M,N
2452,1994.0,NEW CALEDONIA,,Y
2453,1994.0,BRAZIL,M,N
2454,1994.0,USA,M,Y
2455,1994.0,SOUTH AFRICA,M,N
2456,1994.0,AUSTRALIA,,N
2457,1994.0,AUSTRALIA,M,N
2458,1994.0,SOUTH AFRICA,M,N
2459,1994.0,HONG KONG,F,N
2460,1994.0,USA,M,N
2461,1993.0,USA,M,Y
2462,1993.0,USA,M,N
2463,1993.0,AUSTRALIA,M,Y
2464,1993.0,USA,M,N
2465,1993.0,SOMALIA,M,Y
2466,1993.0,USA,M,N
2467,1993.0,USA,F,N
2468,1993.0,USA,F,N
2469,1993.0,USA,,N
2470,1993.0,SOMALIA,M,Y
2471,1993.0,SOUTH AFRICA,M,N
2472,1993.0,EL SALVADOR,,N
2473,1993.0,EL SALVADOR,M,Y
2474,1993.0,USA,M,N
2475,1993.0,USA,M,N
2476,1993.0,SPAIN,M,N
2477,1993.0,BAHAMAS,M,N
2478,1993.0,USA,,N
2479,1993.0,USA,M,N
2480,1993.0,USA,,N
2481,1993.0,USA,F,N
2482,1993.0,AUSTRALIA,,N
2483,1993.0,USA,M,N
2484,1993.0,NEW CALEDONIA,M,Y
2485,1993.0,EL SALVADOR,,Y
2486,1993.0,SOUTH AFRICA,M,N
2487,1993.0,USA,F,N
2488,1993.0,BRAZIL,M,Y
2489,1993.0,REUNION,M,N
2490,1993.0,HONG KONG,M,Y
2491,1993.0,MEXICO,F,Y
2492,1993.0,USA,M,N
2493,1993.0,AUSTRALIA,M,Y
2494,1993.0,AUSTRALIA,F,Y
2495,1993.0,HONG KONG,M,Y
2496,1993.0,USA,F,N
2497,1993.0,HONG KONG,F,Y
2498,1993.0,SOMALIA,F,Y
2499,1993.0,AUSTRALIA,M,
2500,1993.0,BRAZIL,M,N
2501,1993.0,USA,M,N
2502,1993.0,JAPAN,,N
2503,1993.0,USA,M,N
2504,1993.0,USA,M,N
2505,1993.0,NEW CALEDONIA,,N
2506,1993.0,TONGA,M,N
2507,1993.0,TONGA,M,N
2508,1993.0,AUSTRALIA,M,N
2509,1993.0,BRAZIL,M,N
2510,1993.0,AUSTRALIA,M,N
2511,1993.0,CARIBBEAN SEA,M,N
2512,1993.0,USA,M,N
2513,1993.0,ANGOLA,M,N
2514,1993.0,SOMALIA,,Y
2515,1993.0,TONGA,,N
2516,1993.0,USA,,N
2517,1992.0,USA,M,N
2518,1992.0,USA,M,N
2519,1992.0,USA,M,N
2520,1992.0,USA,M,N
2521,1992.0,USA,M,N
2522,1992.0,USA,M,N
2523,1992.0,FIJI,M,N
2524,1992.0,USA,M,N
2525,1992.0,USA,M,N
2526,1992.0,USA,M,Y
2527,1992.0,USA,M,N
2528,1992.0,USA,M,N
2529,1992.0,AUSTRALIA,M,N
2530,1992.0,BRAZIL,,N
2531,1992.0,AUSTRALIA,M,Y
2532,1992.0,BRAZIL,M,N
2533,1992.0,USA,M,N
2534,1992.0,USA,F,N
2535,1992.0,BRAZIL,M,Y
2536,1992.0,USA,M,N
2537,1992.0,BAHAMAS,F,N
2538,1992.0,AUSTRALIA,M,N
2539,1992.0,USA,M,
2540,1992.0,USA,M,N
2541,1992.0,USA,M,N
2542,1992.0,USA,M,
2543,1992.0,USA,M,
2544,1992.0,USA,F,N
2545,1992.0,BRAZIL,M,N
2546,1992.0,BRAZIL,M,N
2547,1992.0,BRAZIL,M,Y
2548,1992.0,REUNION,M,Y
2549,1992.0,VANUATU,F,N
2550,1992.0,JAPAN,,N
2551,1992.0,REUNION,,N
2552,1992.0,USA,M,
2553,1992.0,REUNION,M,Y
2554,1992.0,MEXICO,M,N
2555,1992.0,NEW ZEALAND,M,N
2556,1992.0,SOUTH AFRICA,M,N
2557,1992.0,USA,F,N
2558,1992.0,AUSTRALIA,M,N
2559,1992.0,JAPAN,M,Y
2560,1992.0,JAPAN,,N
2561,1992.0,USA,M,N
2562,1992.0,USA,M,Y
2563,1992.0,JAPAN,M,N
2564,1992.0,AUSTRALIA,M,
2565,1992.0,REUNION,M,N
2566,1992.0,AUSTRALIA,M,N
2567,1992.0,SOUTH AFRICA,M,N
2568,1992.0,SOUTH AFRICA,M,N
2569,1992.0,MAURITIUS,M,N
2570,1992.0,JAPAN,M,N
2571,1992.0,JAPAN,,
2572,1992.0,FIJI,M,Y
2573,1991.0,USA,M,N
2574,1991.0,USA,F,Y
2575,1991.0,USA,F,N
2576,1991.0,USA,M,Y
2577,1991.0,USA,M,N
2578,1991.0,AUSTRALIA,M,N
2579,1991.0,USA,M,N
2580,1991.0,USA,M,N
2581,1991.0,BAHAMAS,M,
2582,1991.0,AUSTRALIA,M,Y
2583,1991.0,AUSTRALIA,M,N
2584,1991.0,USA,M,N
2585,1991.0,USA,F,N
2586,1991.0,USA,M,N
2587,1991.0,ITALY,F,N
2588,1991.0,USA,M,N
2589,1991.0,USA,M,N
2590,1991.0,USA,M,N
2591,1991.0,REUNION,M,N
2592,1991.0,USA,M,N
2593,1991.0,USA,M,N
2594,1991.0,HONG KONG,M,Y
2595,1991.0,HONG KONG,M,Y
2596,1991.0,USA,M,N
2597,1991.0,USA,M,N
2598,1991.0,HONG KONG,F,Y
2599,1991.0,USA,M,N
2600,1991.0,SOUTH AFRICA,M,N
2601,1991.0,BRAZIL,,N
2602,1991.0,USA,,N
2603,1991.0,USA,M,N
2604,1991.0,USA,M,N
2605,1991.0,AUSTRALIA,M,N
2606,1991.0,USA,M,N
2607,1991.0,SOUTH AFRICA,M,N
2608,1991.0,AUSTRALIA,M,N
2609,1991.0,AUSTRALIA,M,N
2610,1991.0,AUSTRALIA,M,N
2611,1990.0,SOUTH AFRICA,M,
2612,1990.0,AUSTRALIA,M,N
2613,1990.0,USA,F,N
2614,1990.0,USA,M,N
2615,1990.0,USA,M,N
2616,1990.0,USA,M,N
2617,1990.0,AUSTRALIA,M,N
2618,1990.0,AUSTRALIA,M,N
2619,1990.0,USA,M,N
2620,1990.0,USA,M,N
2621,1990.0,USA,M,N
2622,1990.0,SOUTH AFRICA,M,N
2623,1990.0,USA,M,N
2624,1990.0,USA,M,N
2625,1990.0,USA,M,
2626,1990.0,USA,M,N
2627,1990.0,USA,M,N
2628,1990.0,USA,M,N
2629,1990.0,USA,F,N
2630,1990.0,USA,M,N
2631,1990.0,SOUTH AFRICA,F,Y
2632,1990.0,BAHAMAS,M,N
2633,1990.0,SOUTH AFRICA,,N
2634,1990.0,AUSTRALIA,F,N
2635,1990.0,AUSTRALIA,M,N
2636,1990.0,SOUTH AFRICA,M,N
2637,1990.0,SOUTH AFRICA,M,N
2638,1990.0,AUSTRALIA,M,N
2639,1990.0,AUSTRALIA,M,Y
2640,1990.0,AUSTRALIA,M,N
2641,1990.0,AUSTRALIA,M,N
2642,1990.0,USA,M,N
2643,1990.0,FIJI,M,N
2644,1990.0,REUNION,M,N
2645,1990.0,USA,M,Y
2646,1990.0,USA,M,N
2647,1990.0,USA,M,N
2648,1990.0,USA,M,UNKNOWN
2649,1989.0,USA,M,N
2650,1989.0,AUSTRALIA,M,UNKNOWN
2651,1989.0,AUSTRALIA,M,
2652,1989.0,AUSTRALIA,M,N
2653,1989.0,SOUTH AFRICA,M,Y
2654,1989.0,USA,M,
2655,1989.0,AUSTRALIA,M,N
2656,1989.0,AUSTRALIA,F,N
2657,1989.0,AUSTRALIA,M,N
2658,1989.0,USA,M,
2659,1989.0,USA,M,N
2660,1989.0,USA,M,
2661,1989.0,AUSTRALIA,M,UNKNOWN
2662,1989.0,SOUTH AFRICA,M,N
2663,1989.0,USA,M,N
2664,1989.0,USA,,N
2665,1989.0,USA,M,N
2666,1989.0,USA,M,N
2667,1989.0,USA,M,N
2668,1989.0,AUSTRALIA,M,N
2669,1989.0,USA,M,N
2670,1989.0,SOUTH AFRICA,M,N
2671,1989.0,AUSTRALIA,M,N
2672,1989.0,BAHAMAS,F,N
2673,1989.0,AUSTRALIA,M,N
2674,1969.0,BERMUDA,M,
2675,1989.0,SOUTH AFRICA,M,N
2676,1989.0,REUNION,M,Y
2677,1989.0,USA,M,N
2678,1989.0,USA,F,N
2679,1989.0,USA,M,N
2680,1989.0,USA,M,N
2681,1989.0,ITALY,M,N
2682,1989.0,SOUTH AFRICA,M,N
2683,1989.0,SOUTH AFRICA,M,N
2684,1989.0,JAPAN,M,
2685,1989.0,USA,M,N
2686,1989.0,USA,M,N
2687,1989.0,USA,,N
2688,1989.0,USA,M,N
2689,1989.0,USA,M,N
2690,1989.0,AUSTRALIA,M,Y
2691,1989.0,AUSTRALIA,M,N
2692,1989.0,SOUTH AFRICA,M,N
2693,1989.0,SOUTH AFRICA,M,N
2694,1989.0,ITALY,M,Y
2695,1989.0,USA,M,
2696,1989.0,USA,F,Y
2697,1989.0,USA,M,N
2698,1989.0,SOUTH AFRICA,M,N
2699,1989.0,USA,M,Y
2700,1989.0,AUSTRALIA,M,N
2701,1989.0,PAPUA NEW GUINEA,F,N
2702,1989.0,USA,M,N
2703,1988.0,CHILE,M,Y
2704,1988.0,AUSTRALIA,M,Y
2705,1988.0,AUSTRALIA,M,Y
2706,1988.0,PHILIPPINES,,Y
2707,1988.0,USA,M,N
2708,1988.0,AUSTRALIA,M,N
2709,1988.0,USA,M,N
2710,1988.0,USA,M,N
2711,1988.0,USA,M,N
2712,1988.0,AUSTRALIA,M,N
2713,1988.0,USA,F,N
2714,1988.0,USA,M,N
2715,1988.0,USA,F,N
2716,1988.0,USA,M,Y
2717,1988.0,USA,M,N
2718,1988.0,ITALY,M,N
2719,1988.0,JAPAN,M,N
2720,1988.0,USA,M,N
2721,1988.0,BAHAMAS,M,N
2722,1988.0,BAHAMAS,M,N
2723,1988.0,BAHAMAS,M,N
2724,1988.0,USA,F,N
2725,1988.0,USA,M,N
2726,1988.0,BAHAMAS,M,N
2727,1988.0,BAHAMAS,M,N
2728,1988.0,SOUTH AFRICA,M,N
2729,1988.0,USA,M,N
2730,1988.0,USA,M,N
2731,1988.0,USA,M,N
2732,1988.0,USA,M,N
2733,1988.0,SOUTH KOREA,F,Y
2734,1988.0,USA,M,N
2735,1988.0,USA,M,N
2736,1988.0,REUNION,M,Y
2737,1988.0,USA,M,N
2738,1988.0,USA,M,N
2739,1988.0,USA,M,
2740,1988.0,USA,M,N
2741,1988.0,USA,M,N
2742,1988.0,SOUTH AFRICA,F,
2743,1988.0,USA,F,N
2744,1988.0,USA,M,N
2745,1988.0,SOUTH AFRICA,M,N
2746,1988.0,REUNION,M,N
2747,1988.0,SOUTH AFRICA,,N
2748,1988.0,SOUTH AFRICA,M,N
2749,1988.0,SOUTH AFRICA,F,N
2750,1988.0,AUSTRALIA,,N
2751,1988.0,Fiji,M,N
2752,1988.0,SOUTH AFRICA,M,
2753,1988.0,AUSTRALIA,M,
2754,1988.0,USA,M,N
2755,1988.0,SOUTH AFRICA,M,N
2756,1988.0,SOUTH AFRICA,,N
2757,1988.0,AUSTRALIA,M,N
2758,1987.0,PHILIPPINES,,Y
2759,1987.0,USA,M,N
2760,1987.0,AUSTRALIA,F,
2761,1987.0,USA,M,N
2762,1987.0,SOUTH AFRICA,M,
2763,1987.0,USA,M,N
2764,1987.0,SOUTH AFRICA,M,
2765,1987.0,SOUTH AFRICA,M,N
2766,1987.0,DOMINICAN REPUBLIC,,Y
2767,1987.0,AUSTRALIA,M,Y
2768,1987.0,SOUTH AFRICA,M,N
2769,1987.0,USA,M,N
2770,1987.0,USA,M,N
2771,1987.0,USA,M,N
2772,1987.0,USA,F,N
2773,1987.0,USA,F,N
2774,1987.0,USA,,N
2775,1987.0,BAHAMAS,M,N
2776,1987.0,BAHAMAS,M,N
2777,1987.0,USA,M,N
2778,1987.0,USA,M,N
2779,1987.0,USA,M,N
2780,1987.0,AUSTRALIA,M,N
2781,1987.0,SOUTH AFRICA,M,
2782,1987.0,USA,F,N
2783,1987.0,USA,M,Y
2784,1987.0,VANUATU,M,Y
2785,1987.0,AUSTRALIA,M,N
2786,1987.0,SOUTH AFRICA,,N
2787,1987.0,USA,M,N
2788,1987.0,SOLOMON ISLANDS,,Y
2789,1987.0,SOUTH AFRICA,M,N
2790,1987.0,AUSTRALIA,M,N
2791,1987.0,MONTENEGRO,M,
2792,1987.0,ITALY,M,N
2793,1986.0,SOUTH AFRICA,M,N
2794,1986.0,SOUTH AFRICA,M,Y
2795,1986.0,USA,M,N
2796,1986.0,BAHAMAS,M,N
2797,1986.0,USA,M,N
2798,1986.0,SOUTH AFRICA,M,
2799,1986.0,NEW CALEDONIA,,N
2800,1986.0,USA,M,N
2801,1986.0,USA,M,N
2802,1986.0,USA,M,N
2803,1986.0,SOUTH AFRICA,M,N
2804,1986.0,USA,F,N
2805,1986.0,SOUTH AFRICA,M,N
2806,1986.0,AUSTRALIA,,UNKNOWN
2807,1986.0,USA,M,N
2808,1986.0,USA,,
2809,1986.0,USA,,N
2810,1986.0,USA,,N
2811,1986.0,USA,,N
2812,1986.0,SOUTH AFRICA,M,
2813,1986.0,AUSTRALIA,F,N
2814,1986.0,FRANCE,,N
2815,1986.0,AUSTRALIA,,N
2816,1986.0,USA,M,N
2817,1986.0,SOUTH AFRICA,M,N
2818,1986.0,AUSTRALIA,M,N
2819,1986.0,SOUTH KOREA,M,Y
2820,1986.0,USA,M,Y
2821,1986.0,SPAIN,M,N
2822,1986.0,SPAIN,M,N
2823,1986.0,SOUTH AFRICA,M,N
2824,1986.0,SOUTH AFRICA,M,N
2825,1986.0,SOUTH AFRICA,M,N
2826,1986.0,SOUTH AFRICA,M,N
2827,1986.0,SOUTH AFRICA,M,N
2828,1986.0,SOUTH AFRICA,M,N
2829,1986.0,AUSTRALIA,M,N
2830,1986.0,USA,M,N
2831,1986.0,USA,M,N
2832,1985.0,SOUTH AFRICA,M,N
2833,1985.0,USA,M,N
2834,1985.0,AUSTRALIA,M,N
2835,1985.0,USA,,N
2836,1985.0,USA,M,N
2837,1985.0,SOUTH AFRICA,M,N
2838,1985.0,USA,M,N
2839,1985.0,USA,M,N
2840,1985.0,USA,M,N
2841,1985.0,USA,M,N
2842,1985.0,USA,M,N
2843,1985.0,SOUTH AFRICA,M,
2844,1985.0,USA,M,N
2845,1985.0,USA,M,
2846,1985.0,USA,M,N
2847,1985.0,USA,M,
2848,1985.0,USA,M,
2849,1985.0,USA,F,N
2850,1985.0,USA,M,N
2851,1985.0,USA,,N
2852,1985.0,USA,F,N
2853,1985.0,ITALY,M,N
2854,1985.0,USA,M,N
2855,1985.0,SOUTH AFRICA,M,N
2856,1985.0,USA,M,N
2857,1985.0,AUSTRALIA,F,Y
2858,1985.0,USA,M,N
2859,1985.0,USA,M,N
2860,1985.0,SOUTH AFRICA,M,N
2861,1985.0,SOUTH AFRICA,M,
2862,1985.0,SOUTH AFRICA,M,N
2863,1985.0,NEW ZEALAND,,N
2864,1985.0,SOUTH AFRICA,M,N
2865,1985.0,NEW CALEDONIA,,N
2866,1985.0,SOUTH AFRICA,M,N
2867,1985.0,VANUATU,M,Y
2868,1985.0,IRAN,M,Y
2869,1984.0,ITALY,,N
2870,1984.0,AUSTRALIA,M,Y
2871,1984.0,USA,M,N
2872,1984.0,USA,M,N
2873,1984.0,USA,M,
2874,1984.0,USA,F,N
2875,1984.0,USA,F,
2876,1984.0,USA,M,N
2877,1984.0,USA,M,N
2878,1984.0,USA,M,N
2879,1984.0,USA,M,N
2880,1984.0,USA,M,N
2881,1984.0,USA,M,N
2882,1984.0,USA,,UNKNOWN
2883,1984.0,USA,M,N
2884,1984.0,USA,M,Y
2885,1984.0,MEXICO,M,N
2886,1984.0,USA,F,
2887,1984.0,INDONESIA,M,Y
2888,1984.0,USA,F,N
2889,1984.0,USA,F,N
2890,1984.0,SOUTH AFRICA,M,
2891,1984.0,USA,M,N
2892,1984.0,SOUTH AFRICA,M,N
2893,1984.0,SOUTH AFRICA,M,N
2894,1984.0,USA,F,N
2895,1984.0,VANUATU,M,Y
2896,1984.0,SOUTH AFRICA,M,N
2897,1984.0,SOMALIA,M,
2898,1984.0,SOUTH AFRICA,M,N
2899,1984.0,SOUTH AFRICA,M,N
2900,1984.0,AUSTRALIA,,UNKNOWN
2901,1984.0,SOUTH AFRICA,M,N
2902,1984.0,SOUTH AFRICA,M,N
2903,1984.0,SOUTH AFRICA,,
2904,1984.0,AUSTRALIA,M,N
2905,1984.0,SOUTH AFRICA,M,N
2906,1984.0,SOUTH AFRICA,F,Y
2907,1984.0,USA,M,N
2908,1984.0,USA,M,N
2909,1983.0,GREECE,M,
2910,1983.0,USA,M,N
2911,1983.0,AUSTRALIA,M,N
2912,1983.0,SOUTH AFRICA,M,N
2913,1983.0,SOUTH AFRICA,M,N
2914,1983.0,SOUTH AFRICA,M,
2915,1983.0,PHILIPPINES,M,N
2916,1983.0,USA,M,N
2917,1983.0,SOUTH AFRICA,F,
2918,1983.0,USA,M,N
2919,1983.0,USA,M,N
2920,1983.0,USA,M,N
2921,1983.0,USA,M,N
2922,1983.0,SOUTH AFRICA,M,N
2923,1983.0,USA,F,N
2924,1983.0,USA,M,N
2925,1983.0,USA,F,N
2926,1983.0,USA,,N
2927,1983.0,AUSTRALIA,F,Y
2928,1983.0,AUSTRALIA,M,Y
2929,1983.0,AUSTRALIA,M,N
2930,1983.0,SOUTH AFRICA,M,N
2931,1983.0,USA,F,N
2932,1983.0,BAHAMAS,M,N
2933,1983.0,USA,M,N
2934,1983.0,USA,M,N
2935,1983.0,BAHAMAS,M,Y
2936,1983.0,USA,M,N
2937,1983.0,BAHAMAS,M,N
2938,1983.0,ITALY,M,
2939,1983.0,BAHAMAS,M,N
2940,1983.0,USA,M,N
2941,1983.0,USA,M,N
2942,1983.0,USA,M,N
2943,1983.0,USA,M,UNKNOWN
2944,1983.0,SOUTH AFRICA,M,N
2945,1983.0,USA,M,N
2946,1983.0,SOUTH AFRICA,M,
2947,1983.0,SOUTH AFRICA,M,N
2948,1983.0,SOUTH AFRICA,M,N
2949,1983.0,USA,M,N
2950,1983.0,NEW CALEDONIA,,N
2951,1983.0,SOUTH AFRICA,M,N
2952,1983.0,USA,M,N
2953,1983.0,SOUTH AFRICA,M,
2954,1983.0,SOUTH AFRICA,M,N
2955,1983.0,SOUTH AFRICA,M,N
2956,1983.0,,M,N
2957,1983.0,VANUATU,M,Y
2958,1983.0,USA,M,N
2959,1982.0,USA,M,N
2960,1982.0,USA,M,N
2961,1982.0,SOUTH AFRICA,M,N
2962,1982.0,SOUTH AFRICA,M,N
2963,1982.0,USA,M,N
2964,1982.0,USA,M,N
2965,1982.0,USA,M,N
2966,1982.0,USA,M,
2967,1982.0,JAPAN,M,Y
2968,1982.0,USA,M,
2969,1982.0,SOUTH AFRICA,F,N
2970,1982.0,TUNISIA,M,N
2971,1982.0,SOUTH AFRICA,M,
2972,1982.0,SOUTH AFRICA,M,N
2973,1982.0,USA,M,N
2974,1982.0,USA,M,N
2975,1982.0,USA,M,
2976,1982.0,USA,F,N
2977,1982.0,NEW CALEDONIA,,N
2978,1982.0,SOUTH AFRICA,M,Y
2979,1982.0,USA,M,N
2980,1982.0,BAHAMAS,M,N
2981,1982.0,USA,F,N
2982,1982.0,USA,M,N
2983,1982.0,USA,F,
2984,1982.0,USA,M,N
2985,1982.0,AUSTRALIA,M,Y
2986,1982.0,NEW CALEDONIA,M,N
2987,1982.0,AUSTRALIA,M,Y
2988,1982.0,USA,M,N
2989,1982.0,SOUTH AFRICA,M,N
2990,1982.0,USA,F,N
2991,1982.0,USA,F,N
2992,1982.0,USA,F,Y
2993,1982.0,USA,M,N
2994,1982.0,USA,M,Y
2995,1982.0,SOUTH AFRICA,M,N
2996,1982.0,ITALY,M,UNKNOWN
2997,1982.0,ITALY,M,N
2998,1982.0,TUNISIA,,UNKNOWN
2999,1981.0,USA,M,Y
3000,1981.0,AUSTRALIA,,N
3001,1981.0,USA,M,N
3002,1981.0,REUNION,M,N
3003,1981.0,SOUTH AFRICA,M,N
3004,1981.0,USA,M,N
3005,1981.0,USA,M,N
3006,1981.0,USA,M,UNKNOWN
3007,1981.0,USA,M,N
3008,1981.0,USA,M,N
3009,1981.0,USA,M,N
3010,1981.0,USA,M,N
3011,1981.0,USA,M,Y
3012,1981.0,USA,M,N
3013,1981.0,USA,M,N
3014,1981.0,USA,M,N
3015,1981.0,USA,M,N
3016,1981.0,USA,M,
3017,1981.0,USA,M,N
3018,1981.0,USA,F,Y
3019,1981.0,BAHAMAS,M,N
3020,1981.0,USA,F,N
3021,1981.0,SOUTH AFRICA,M,N
3022,1981.0,USA,M,N
3023,1981.0,SOUTH AFRICA,M,N
3024,1981.0,ENGLAND,M,N
3025,1981.0,USA,M,
3026,1981.0,USA,M,Y
3027,1981.0,SOUTH KOREA,F,Y
3028,1981.0,SOUTH AFRICA,M,N
3029,1981.0,USA,M,N
3030,1981.0,USA,M,N
3031,1981.0,SOUTH AFRICA,M,N
3032,1981.0,NAMIBIA,M,N
3033,1981.0,BERMUDA,,N
3034,1981.0,SOUTH AFRICA,M,N
3035,1981.0,USA,M,N
3036,1981.0,USA,M,N
3037,1981.0,CHILE,M,N
3038,1981.0,BRAZIL,,UNKNOWN
3039,1981.0,SOUTH AFRICA,M,N
3040,1981.0,AUSTRALIA,M,N
3041,1981.0,AUSTRALIA,,UNKNOWN
3042,1981.0,USA,M,N
3043,1981.0,BRAZIL,,N
3044,1981.0,USA,M,N
3045,1981.0,SOUTH AFRICA,M,
3046,1981.0,AUSTRALIA,M,N
3047,1981.0,GREECE,M,N
3048,1980.0,SOUTH AFRICA,M,N
3049,1980.0,SOUTH AFRICA,,
3050,1980.0,REUNION,M,N
3051,1980.0,AUSTRALIA,M,N
3052,1980.0,SOUTH AFRICA,M,
3053,1980.0,BRAZIL,M,Y
3054,1980.0,USA,M,N
3055,1980.0,USA,M,N
3056,1980.0,MEXICO,M,Y
3057,1980.0,USA,F,N
3058,1980.0,USA,M,N
3059,1980.0,SPAIN,M,N
3060,1980.0,USA,M,N
3061,1980.0,USA,F,N
3062,1980.0,USA,M,N
3063,1980.0,USA,M,N
3064,1980.0,USA,F,N
3065,1980.0,SOUTH AFRICA,M,N
3066,1980.0,JAMAICA,M,N
3067,1980.0,PHILIPPINES,,Y
3068,1980.0,MEXICO,F,N
3069,1980.0,SOUTH AFRICA,M,Y
3070,1980.0,BRAZIL,M,N
3071,1980.0,PHILIPPINES,F,Y
3072,1980.0,SOUTH AFRICA,M,N
3073,1980.0,SOUTH AFRICA,M,N
3074,1980.0,KENYA,M,N
3075,1980.0,SOUTH AFRICA,M,N
3076,1980.0,SOUTH AFRICA,M,N
3077,1980.0,SOUTH AFRICA,M,N
3078,1980.0,CHILE,M,Y
3079,1980.0,NORTH ATLANTIC OCEAN,M,N
3080,1980.0,GREECE,M,
3081,1980.0,SOUTH AFRICA,M,
3082,1980.0,TONGA,M,N
3083,1979.0,SOUTH AFRICA,M,N
3084,1979.0,PORTUGAL,M,Y
3085,1979.0,SOUTH CHINA SEA,M,N
3086,1979.0,USA,M,N
3087,1979.0,SOUTH AFRICA,,N
3088,1979.0,SOUTH AFRICA,M,N
3089,1979.0,AUSTRALIA,M,N
3090,1979.0,HONG KONG,M,Y
3091,1979.0,HONG KONG,M,Y
3092,1979.0,USA,M,N
3093,1979.0,THAILAND,M,Y
3094,1979.0,USA,M,N
3095,1979.0,USA,M,
3096,1979.0,SOUTH AFRICA,M,N
3097,1979.0,SOUTH AFRICA,M,Y
3098,1979.0,NEW CALEDONIA,,N
3099,1979.0,NEW CALEDONIA,M,Y
3100,1979.0,USA,M,N
3101,1979.0,USA,M,N
3102,1979.0,USA,M,N
3103,1979.0,USA,M,N
3104,1979.0,SOUTH AFRICA,,N
3105,1979.0,NEW CALEDONIA,M,Y
3106,1979.0,SOUTH AFRICA,M,N
3107,1979.0,USA,M,Y
3108,1978.0,AUSTRALIA,M,N
3109,1978.0,SOUTH AFRICA,M,Y
3110,1978.0,USA,M,N
3111,1978.0,USA,M,N
3112,1978.0,SOUTH AFRICA,M,
3113,1978.0,SOUTH AFRICA,M,N
3114,1978.0,ITALY,M,N
3115,1978.0,AUSTRALIA,M,N
3116,1978.0,USA,M,N
3117,1978.0,USA,M,N
3118,1978.0,USA,M,N
3119,1978.0,USA,M,N
3120,1978.0,USA,M,N
3121,1978.0,USA,M,N
3122,1978.0,ITALY,,
3123,1978.0,MARSHALL ISLANDS,M,N
3124,1978.0,MARSHALL ISLANDS,M,N
3125,1978.0,AUSTRALIA,M,N
3126,1978.0,SOUTH AFRICA,,N
3127,1978.0,SOUTH AFRICA,,N
3128,1978.0,SOUTH AFRICA,M,N
3129,1978.0,SOUTH AFRICA,M,N
3130,1978.0,SOUTH AFRICA,M,
3131,1978.0,USA,F,N
3132,1978.0,VANUATU,F,Y
3133,1977.0,USA,M,N
3134,1977.0,USA,M,N
3135,1977.0,SOUTH AFRICA,M,N
3136,1977.0,SOUTH AFRICA,,N
3137,1977.0,SOUTH AFRICA,M,N
3138,1977.0,SOUTH AFRICA,M,N
3139,1977.0,AUSTRALIA,M,N
3140,1977.0,AUSTRALIA,M,Y
3141,1977.0,SOUTH AFRICA,M,N
3142,1977.0,USA,M,N
3143,1977.0,USA,M,
3144,1977.0,USA,M,N
3145,1977.0,USA,M,N
3146,1977.0,USA,M,N
3147,1977.0,SOUTH AFRICA,M,N
3148,1977.0,AUSTRALIA,M,
3149,1977.0,AUSTRALIA,M,N
3150,1977.0,USA,M,N
3151,1977.0,SOUTH AFRICA,M,N
3152,1977.0,AUSTRALIA,M,N
3153,1977.0,AUSTRALIA,M,Y
3154,1977.0,AUSTRALIA,M,Y
